Date,Action,Price,Amount_USD,Shares,Cash,Total_Value,Type
2025-12-30,INTRADAY_SELL,14.926366741948065,5.0,18.896445232858294,10.0,292.0552716647791,Volatility Spike
2025-12-31,INTRADAY_BUY,14.877626228728328,5.0,19.232520351504917,5.0,291.1342492261009,Volatility Dip
2026-01-02,INTRADAY_BUY,14.868025958363633,5.0,19.568812473539275,0.0,290.949611830932,Volatility Dip
2026-01-15,INTRADAY_SELL,15.79011566999423,10.0,18.935504889922083,10.0,308.9938124816111,Volatility Spike
2026-01-16,INTRADAY_BUY,15.751086475350789,5.0,19.252943309666943,5.0,308.25477497559046,Volatility Dip
2026-01-21,INTRADAY_BUY,15.745303119013316,5.0,19.57049832669054,0.0,308.14342834388543,Volatility Dip
2026-02-04,INTRADAY_SELL,15.675662021724788,5.0,19.251532531621052,5.0,306.7805173659314,Volatility Spike
2026-02-06,INTRADAY_SELL,15.978811298745123,10.0,18.625703750428464,15.0,312.61660553442573,Volatility Spike
2026-02-09,INTRADAY_BUY,15.880703126821684,5.0,18.94055127072215,10.0,310.78927178868366,Volatility Dip
2026-02-10,INTRADAY_SELL,16.05704176642301,10.0,18.317771549185206,20.0,314.12922283306193,Volatility Spike
2026-02-11,INTRADAY_BUY,16.07413484411405,5.0,18.628830281023014,15.0,314.44232992527895,Volatility Dip
2026-02-12,INTRADAY_BUY,15.92905975572802,5.0,18.942722003238572,10.0,311.7397507257312,Volatility Dip
2026-02-13,INTRADAY_SELL,15.81256742033558,5.0,18.626517817853106,15.0,309.53306880088417,Volatility Spike
2026-02-17,INTRADAY_BUY,15.842015997629282,5.0,18.942134214197374,10.0,310.0815932505558,Volatility Dip
2026-02-18,INTRADAY_BUY,15.822673533078731,5.0,19.25813643654918,5.0,309.71520569100585,Volatility Dip
2026-02-20,INTRADAY_BUY,15.754973646354086,5.0,19.57549653579359,0.0,308.41143203572375,Volatility Dip
2026-03-16,GAP_SELL,15.529132955518701,20.0,18.287594625410858,20.0,303.9904883746344,Bullish Gap x2
2026-03-17,INTRADAY_SELL,15.736934973266525,5.0,17.96987074788999,25.0,307.790687437549,Volatility Spike
2026-03-18,GAP_BUY,15.6170890875243,5.0,18.290032845447225,20.0,305.6370723610949,Bearish Gap x1
2026-03-19,GAP_BUY,15.460722616938353,5.0,18.613432994578815,15.0,302.7771244781513,Bearish Gap x1
2026-03-20,INTRADAY_BUY,15.437415397418839,5.0,18.937321409270048,10.0,302.34329710933486,Volatility Dip
2026-03-23,GAP_SELL,15.272439375240118,20.0,17.627772914193073,30.0,299.21909315251355,Bullish Gap x2
2026-03-24,INTRADAY_SELL,15.220446304676548,5.0,17.299267435450066,35.0,298.3025711115073,Volatility Spike
2026-03-25,GAP_SELL,15.223174042187111,10.0,16.6423742033102,45.0,298.34975897219624,Bullish Gap x1
2026-03-26,INTRADAY_SELL,15.14096549553325,5.0,16.31214427170676,50.0,296.9816135760724,Volatility Spike
2026-03-27,GAP_BUY,14.976844103171617,5.0,16.645992976117135,45.0,294.3044417457961,Bearish Gap x1
2026-03-30,GAP_SELL,14.907872576872137,10.0,15.97520645386621,55.0,293.1563422034628,Bullish Gap x1
2026-03-31,GAP_SELL,14.996551187539094,10.0,15.30838647139523,65.0,294.57300131690954,Bullish Gap x1
2026-04-01,INTRADAY_BUY,15.033642433940704,5.0,15.640973868093699,60.0,295.14080845153114,Volatility Dip
2026-04-02,GAP_BUY,14.87831258700195,15.0,16.64915271312646,45.0,292.71129837462706,Bearish Gap x3
2026-04-07,INTRADAY_SELL,15.250251980487954,5.0,16.32128927805684,50.0,298.9037741368032,Volatility Spike
2026-04-08,GAP_SELL,15.558181601445291,20.0,15.03579200643854,70.0,303.92958255773027,Bullish Gap x2
2026-04-09,GAP_BUY,15.508916432641513,5.0,15.358187192570082,65.0,303.1888417264346,Bearish Gap x1
2026-04-10,INTRADAY_SELL,15.915897633325873,10.0,14.729884584047314,75.0,309.4393351904019,Volatility Spike
